"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"268","@Bugatti So sick. I’d love to drive one. Or even ride in one. Or touch one. I’d bring a camera and everything",FALSE,391,"Bugatti",2020-03-06 16:54:58,FALSE,"1235970925465677824","1235972151053873152","494939290","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",9,FALSE,FALSE,NA,NA
"269","@romayojr The @LinusTech edition OW sandals",FALSE,25,"romayojr",2020-03-06 16:47:39,FALSE,"1235969818152468480","1235970310614200322","24919465","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",1,FALSE,FALSE,NA,NA
"270","@SERGI_J @ZacksJerryRig Not For Resales",FALSE,121,"SERGI_J",2020-03-06 15:12:58,FALSE,"1235946173661237249","1235946482324340737","35064751","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",3,FALSE,FALSE,NA,NA
"271","@pranit004 @ZacksJerryRig SPOTTED haha",FALSE,1044,"pranit975",2020-03-06 14:58:24,FALSE,"1235942540739784705","1235942815928061952","816624241902686208","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MKBHD",5,FALSE,FALSE,NA,NA
"272","@ZarifAli9 @ZacksJerryRig This one's matte",FALSE,325,"ZarifAli9",2020-03-06 14:57:45,FALSE,"1235942393968504832","1235942649988857857","1024297636411654149","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MKBHD",1,FALSE,FALSE,NA,NA
"273","Super into these Teardown skins, @ZacksJerryRig <U+0001F44D><U+0001F3FE> https://t.co/icVaDMktWo",FALSE,21590,NA,2020-03-06 14:55:49,FALSE,NA,"1235942166545027075",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MKBHD",718,FALSE,FALSE,NA,NA
"274","@PeteLau Haptics are underrated. High end phones should all have high end haptics.",FALSE,893,"PeteLau",2020-03-06 14:28:13,FALSE,"1235934839154642944","1235935221129924608","226813577","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",37,FALSE,FALSE,NA,NA
"275","@robin_ebers At the moment yup",FALSE,27,"robin_ebers",2020-03-06 12:36:08,FALSE,"1235893088939319296","1235907012925558784","832557860332634113","<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","MKBHD",1,FALSE,FALSE,NA,NA
"276","NEW VIDEO - Oppo Find X2 Pro: One-Upping the Champ? https://t.co/NAXO3lktNM - RT! https://t.co/ONH5x6I5Gf",FALSE,6503,NA,2020-03-06 10:00:46,FALSE,NA,"1235867912923017218",NA,"<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",355,FALSE,FALSE,NA,NA
"277","New video dropping in T-minus 10 minutes <U+0001F440>",FALSE,5986,NA,2020-03-06 09:51:04,FALSE,NA,"1235865470755950592",NA,"<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",98,FALSE,FALSE,NA,NA
"278","@JoshSchorle @CrankGameplays @Hyper_RPG <U+0001F601>",FALSE,47,"JoshSchorle",2020-03-06 03:58:56,FALSE,"1235775494085369858","1235776853811646466","479994943","<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","MKBHD",0,FALSE,FALSE,NA,NA
"279","@AstleDan @elonmusk I’ve seen that Tesla video before <U+0001F601>",FALSE,21,"AstleDan",2020-03-05 14:47:01,FALSE,"1235576805089665025","1235577563642281996","900766367846199296","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",2,FALSE,FALSE,NA,NA
"280","Here’s there TCL concept I’m actually most fascinated by: The rollable display <U+0001F440> https://t.co/DTtiCVANpE",FALSE,24331,NA,2020-03-05 14:30:09,FALSE,NA,"1235573319245664259",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MKBHD",2259,FALSE,FALSE,NA,NA
"281","@theMrMobile This is the interesting one.",FALSE,688,"theMrMobile",2020-03-05 14:18:29,FALSE,"1235570064729890816","1235570382893182978","380783806","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",7,FALSE,FALSE,NA,NA
"282","TCL: Yo dawg. I heard you like hinges

Me: I mean I’m curious about folding phones

TCL: We heard. And we’re leveli… https://t.co/mqG8JbIt2t",FALSE,15754,NA,2020-03-05 14:17:47,TRUE,NA,"1235570204710600704",NA,"<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",804,FALSE,FALSE,NA,NA
"283","@theMrMobile Who can blame them <U+0001F605>",FALSE,229,"theMrMobile",2020-03-05 14:07:59,FALSE,"1235567121586966530","1235567741614120960","380783806","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",3,FALSE,FALSE,NA,NA
"284","When you gotta DJ a party at 10 but the Verizon store closes at 11 <U+0001F913> https://t.co/MzG2raFooX",FALSE,16784,NA,2020-03-05 12:49:17,FALSE,NA,"1235547935116611584",NA,"<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","MKBHD",617,FALSE,FALSE,NA,NA
"285","@reachaaftabans1 Nope. Stolen footage. Again.",FALSE,146,"reachaaftabans1",2020-03-05 12:47:57,FALSE,"1235516064106045442","1235547598318112768","3138869143","<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","MKBHD",1,FALSE,FALSE,NA,NA
"286","@AndyManganelli @Sean_Zak Holy hell that piloting",FALSE,585,"AndyManganelli",2020-03-05 04:15:42,FALSE,"1235418377012883458","1235418685537480704","36080540","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MKBHD",4,FALSE,FALSE,NA,NA
"287","I wonder how many pixels I've seen in my lifetime

I also wonder who'd be at the top of the current leaderboard for most pixels seen",FALSE,18096,NA,2020-03-04 23:14:36,FALSE,NA,"1235342911929188353",NA,"<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","MKBHD",503,FALSE,FALSE,NA,NA
"288","Whoa https://t.co/5NJeNxs6S0",FALSE,10646,NA,2020-03-04 20:57:25,FALSE,NA,"1235308387505754112",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MKBHD",407,FALSE,FALSE,NA,NA
"289","@iPlop @samsheffer Frame this",FALSE,25,"iPlop",2020-03-04 18:30:23,FALSE,"1235265769367191552","1235271387452977152","38547376","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",1,FALSE,FALSE,NA,NA
"290","@samsheffer yeet",FALSE,184,"samsheffer",2020-03-04 18:02:53,FALSE,"1235263907100528641","1235264466561970177","25246881","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",1,FALSE,FALSE,NA,NA
"291","@070AMITJ @UnboxTherapy @austinnotduncan @Mrwhosetheboss @9GAG <U+0001F602>",FALSE,22,"aufweidersen112",2020-03-04 18:02:38,FALSE,"1235262527828709376","1235264403374825473","3250605109","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",0,FALSE,FALSE,NA,NA
"292","@theMrMobile Cc @saradietschy who I think has experience with this",FALSE,280,"theMrMobile",2020-03-04 15:46:48,FALSE,"1235229516538220546","1235230221609111553","380783806","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",6,FALSE,FALSE,NA,NA
"293","@BenSullins @chengbinyeh @Tesla Definitely not OLED but still one of the best screens in any car!",FALSE,87,"BenSullins",2020-03-04 04:22:56,FALSE,"1235032608364302337","1235058117739548672","824802244092522497","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MKBHD",2,FALSE,FALSE,NA,NA
"294","@kiky_1411 Are we already due for one? A lot of stuff is the same as last year hah",FALSE,73,"kiky_1411",2020-03-03 21:38:38,FALSE,"1234955958713028608","1234956373714259968","1097496565651070978","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",1,FALSE,FALSE,NA,NA
"295","@alan_1375 100%",FALSE,387,"alan_1375",2020-03-03 21:33:57,FALSE,"1234954915656585216","1234955197052604416","40928143","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",1,FALSE,FALSE,NA,NA
"296","@Tim_Stevens I’m fine with this",FALSE,44,"Tim_Stevens",2020-03-03 21:33:50,FALSE,"1234954399035928576","1234955166178332673","15018214","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",1,FALSE,FALSE,NA,NA
"297","Online events are fine and all, but it would really feel like a weird year in tech if WWDC and/or the iPhone September event didn’t happen.",FALSE,11189,NA,2020-03-03 21:03:54,FALSE,NA,"1234947632562409474",NA,"<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",384,FALSE,FALSE,NA,NA
"298","Damn, cancelled so far this year:
Mobile World Congress
Facebook F8
Geneva Auto Show
Google I/O https://t.co/XzjEmkvO04",FALSE,14316,NA,2020-03-03 20:40:03,FALSE,NA,"1234941630068789250",NA,"<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",1376,FALSE,FALSE,NA,NA
"299","@OMG_Its_HoRnet You know it",FALSE,24,"OMG_Its_HoRnet",2020-03-03 14:56:55,FALSE,"1234854727185240066","1234855276680970245","3639944413","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",1,FALSE,FALSE,NA,NA
"300","@jaillbird1 Allegedly coming in 2022",FALSE,279,"mo_naflan",2020-03-03 14:37:13,FALSE,"1234847867002482689","1234850320402042880","766847449205870592","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MKBHD",2,FALSE,FALSE,NA,NA
"301","@Vyyyper Originally slated for 2020 but if I was betting, I’d say 2021 at the earliest",FALSE,541,"Vyyyper",2020-03-03 14:30:49,FALSE,"1234847929602641926","1234848710653292548","27676139","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",7,FALSE,FALSE,NA,NA
"302","All I’m sayin is Tesla Roadster can take its dear sweet time if it’s actually gonna beat all these petrol cars",FALSE,13225,NA,2020-03-03 14:27:15,FALSE,NA,"1234847810937376783",NA,"<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",341,FALSE,FALSE,NA,NA
"303","Also new today: Koenigsegg Gemera - a 4-seater with hybrid drivetrain + 1700HP, and the wildest doors I’ve ever see… https://t.co/wD9ihefWG3",FALSE,15177,NA,2020-03-03 14:25:38,TRUE,NA,"1234847405469831168",NA,"<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",1110,FALSE,FALSE,NA,NA
"304","@sidbmw1 @stompyTM Just saw that unveil, super curious about it!",FALSE,68,"sidbmw1",2020-03-03 14:20:02,FALSE,"1234845154047074304","1234845996175241217","4764812424","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",0,FALSE,FALSE,NA,NA
"305","@stompyTM Roadster has no choice but to try to beat cars like this",FALSE,294,"StompyTM",2020-03-03 14:12:19,FALSE,"1234843946783846401","1234844052832636928","1187793884996354048","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MKBHD",3,FALSE,FALSE,NA,NA
"306","My favorite gas car (720S) just got better. And faster. McLaren revealed the 765LT and it looks aggressive as hell… https://t.co/7lBYaxQFuq",FALSE,9099,NA,2020-03-03 14:11:33,TRUE,NA,"1234843860012019713",NA,"<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",418,FALSE,FALSE,NA,NA
"307","@Mister2Phones @RGDDesigns @Mooresryan @backlon @theMrMobile This. Or we just get the regular S20 later (I get one today).",FALSE,19,"Mister2Phones",2020-03-03 12:38:43,FALSE,"1234817074293346304","1234820500184059904","828464881305272320","<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","MKBHD",0,FALSE,FALSE,NA,NA
"308","@shen This read like satire wtf",FALSE,100,"shen",2020-03-03 12:29:59,FALSE,"1234782893534302210","1234818300309274626","30727946","<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","MKBHD",0,FALSE,FALSE,NA,NA
"309","@Vyyyper <U+0001F913>",FALSE,39,"Vyyyper",2020-03-03 04:46:02,FALSE,"1234692912375631875","1234701543649271809","27676139","<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","MKBHD",1,FALSE,FALSE,NA,NA
"310","LOL /r/reallifedoodles https://t.co/XUbXxN9dcM",FALSE,17669,NA,2020-03-03 04:14:21,FALSE,NA,"1234693570440945664",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MKBHD",1325,FALSE,FALSE,NA,NA
"311","This was a side benefit of Samsung's ""dual aperture"" lenses that they just ditched this year, and I think it's also… https://t.co/NqhQoNPn6b",FALSE,5533,"MKBHD",2020-02-27 15:42:14,TRUE,"1233054077891809280","1233054744937144321","29873662","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MKBHD",91,FALSE,FALSE,NA,NA
"312","So Galaxy Ultra's sensor is massive, which has great advantages. But it also creates this shallower plane of focus,… https://t.co/J5GEOak8vl",FALSE,12057,NA,2020-02-27 15:39:35,TRUE,NA,"1233054077891809280",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MKBHD",465,FALSE,FALSE,NA,NA
"313","@tldtoday Print it
Burn it <U+0001F602>",FALSE,1669,"tldtoday",2020-02-27 13:34:07,FALSE,"1233021993387089920","1233022502508670977","126124275","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MKBHD",18,FALSE,FALSE,NA,NA
"314","@reneritchie <U+0001F62C>",FALSE,96,"reneritchie",2020-02-27 13:07:52,FALSE,"1233014267487703042","1233015895418658816","10194392","<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","MKBHD",1,FALSE,FALSE,NA,NA
"315","You know what? Time to start shooting 24fps. https://t.co/kbsh1lS4Dk",FALSE,17182,NA,2020-02-27 12:44:22,FALSE,NA,"1233009979789062144",NA,"<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","MKBHD",564,FALSE,FALSE,NA,NA
"316","@ArtemR That word “need” doesn’t apply to any of this computer <U+0001F601>",FALSE,1785,"ArtemR",2020-02-26 17:29:55,FALSE,"1232719120031858689","1232719453529550848","18366419","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",11,FALSE,FALSE,NA,NA
"317","@notrichardsouza 600 IQ",FALSE,1451,"notrichardsouza",2020-02-26 16:55:05,FALSE,"1232710143407742976","1232710688088391680","960119754458615810","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",3,FALSE,FALSE,NA,NA
"318","#protip don't get the wheels if you keep this thing on your desk. There's no locks. https://t.co/NfkqQiNKYC",FALSE,28531,NA,2020-02-26 16:46:27,FALSE,NA,"1232708514625310721",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MKBHD",2107,FALSE,FALSE,NA,NA
"319","@LewLater Couldn’t put better it myself have",FALSE,521,"LewLater",2020-02-26 16:13:47,FALSE,"1232698675316625408","1232700295127412748","3928394893","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",5,FALSE,FALSE,NA,NA
"320","@TeeJaye1100 @helvetiica Yeah there’s no way I could just be reporting my actual experience. That would be crazy",FALSE,33,"TeeJaye1100",2020-02-26 15:21:17,FALSE,"1232686377541697537","1232687084013576193","84254542","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",1,FALSE,FALSE,NA,NA
"321","@Mrwhosetheboss They didn’t like it last year… BUT THEY’RE GONNA LIKE IT THIS YEAR",FALSE,1875,"Mrwhosetheboss",2020-02-26 15:15:02,FALSE,"1232684762902540290","1232685509455028224","3363946175","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",19,FALSE,FALSE,NA,NA
"322","@TroublingWaffle Maaaan the G5 was wild! But after that… yeah",FALSE,436,"TroublingWaffle",2020-02-26 15:12:02,FALSE,"1232684148730535936","1232684754467774464","514033824","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",2,FALSE,FALSE,NA,NA
"323","@TimotinVadym The V series is turning into a midrange series, where this is still acceptable",FALSE,458,"levyandrewes",2020-02-26 15:08:25,FALSE,"1232682171720179712","1232683845805387778","881248741914796032","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MKBHD",4,FALSE,FALSE,NA,NA
"324","@theimagefreak There's a lot of things I wish they would do",FALSE,297,"theimagefreak",2020-02-26 15:08:04,FALSE,"1232682757471580160","1232683757741707266","2851441157","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MKBHD",3,FALSE,FALSE,NA,NA
"325","LG is doubling down on FOLDING PHONES ARE HARD LET'S NOT GO THERE YET

LG V60
6.8"" 1080p 60Hz OLED
Snapdragon 865,… https://t.co/MDkhkWLiwX",FALSE,10289,NA,2020-02-26 15:00:22,TRUE,NA,"1232681818949853186",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MKBHD",498,FALSE,FALSE,NA,NA
"326","@Kira_byMP Thanks!",FALSE,27,"Kira_byMP",2020-02-26 01:15:32,FALSE,"1232467626846146565","1232474244119814144","703016416140664832","<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","MKBHD",1,FALSE,FALSE,NA,NA
"327","@JalenLaFountai3 Whatever you do, don’t get the trash can.",FALSE,56,"JalenLaFountai3",2020-02-25 23:10:03,FALSE,"1232442371645693953","1232442662667423744","1167158092401917952","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",3,FALSE,FALSE,NA,NA
"328","@SnazzyQ @ZachTheDestroy1 Dongle bois https://t.co/kS4Y1sihN6",FALSE,302,"SnazzyQ",2020-02-25 22:52:34,FALSE,"1232437939721818112","1232438266353213440","18055351","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MKBHD",11,FALSE,FALSE,NA,NA
"329","@SnazzyQ @ZachTheDestroy1 Great minds!",FALSE,146,"SnazzyQ",2020-02-25 22:46:53,FALSE,"1232434909202878464","1232436835684454400","18055351","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MKBHD",4,FALSE,FALSE,NA,NA
"330","NEW VIDEO - The 2020 Mac Pro: A Silent Killer! https://t.co/XEcUVspomt - RT! https://t.co/NhVlU7nOQN",FALSE,5683,NA,2020-02-25 22:33:18,FALSE,NA,"1232433414222925824",NA,"<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",350,FALSE,FALSE,NA,NA
"331","Uploading… <U+0001F60E>",FALSE,4250,NA,2020-02-25 22:21:29,FALSE,NA,"1232430442969583616",NA,"<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",67,FALSE,FALSE,NA,NA
"332","Dropping in YouTuber’s inboxes like https://t.co/fl8gqD3W3a",FALSE,38536,NA,2020-02-25 14:14:00,FALSE,NA,"1232307764606701568",NA,"<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",1546,FALSE,FALSE,NA,NA
"333","Please. I don't have extra phones to just... give people. Stop asking <U+0001F62D> https://t.co/JueY6uU2Y4",FALSE,48690,NA,2020-02-25 12:46:40,FALSE,NA,"1232285784486621184",NA,"<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","MKBHD",2001,FALSE,FALSE,NA,NA
"334","@Timmyham Can we make this happen? We have so many blank walls and we’re figuring out paint plans currently <U+0001F440>",FALSE,303,"Timmyham",2020-02-24 21:29:57,FALSE,"1232054705989152768","1232055083908685824","19690116","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",9,FALSE,FALSE,NA,NA
"335","@verge “Phones are getting so expensive nowadays” - probably not Warren Buffett",FALSE,1268,"verge",2020-02-24 21:28:26,FALSE,"1232053825080569856","1232054701711118337","275686563","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",33,FALSE,FALSE,NA,NA
"336","@tldtoday The rolling shutter looks like actual jello. I’ve never seen it quite this bad. All the test footage of s… https://t.co/qa1JzGgVOU",FALSE,731,"tldtoday",2020-02-24 19:59:53,TRUE,"1232031773200023552","1232032417541693445","126124275","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",18,FALSE,FALSE,NA,NA
"337","@iammayankyadav @HamidZain11 Clean wallpaper",FALSE,10,"iammayankyadav",2020-02-24 17:56:12,FALSE,"1232000394340990978","1232001294392582149","3294424831","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",0,FALSE,FALSE,NA,NA
"338","@DineshRaj3 In a dream world hah",FALSE,18,"DineshRaj3",2020-02-24 17:01:57,FALSE,"1231986761431121921","1231987642247589894","287015964","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",1,FALSE,FALSE,NA,NA
"339","@excessorizeme Sick, thanks!",FALSE,45,"excessorizeme",2020-02-24 16:33:18,FALSE,"1231978307098468353","1231980429839884288","3221977077","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",2,FALSE,FALSE,NA,NA
"340","@ephue This looks a lot like what we have in mind for some of the space! Can you reach out via email? marques@mkbhd.com",FALSE,63,"ephue",2020-02-24 14:58:57,FALSE,"1231946389325799425","1231956685553577985","621276126","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MKBHD",0,FALSE,FALSE,NA,NA
"341","@whatsinside @Tesla Still in the sidebar on desktop for me",FALSE,548,"whatsinside",2020-02-24 14:29:47,FALSE,"1231948672600100864","1231949348721831937","3239203002","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",6,FALSE,FALSE,NA,NA
"342","Thank you r/MKBHD <U+0001F602> https://t.co/gMoR7BVqCo",FALSE,45108,NA,2020-02-24 14:21:18,FALSE,NA,"1231947213825282048",NA,"<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",1893,FALSE,FALSE,NA,NA
"343","@supermcteague There is",FALSE,38,"supermcteague",2020-02-24 12:40:31,FALSE,"1231816744718782465","1231921850151776256","33586834","<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","MKBHD",0,FALSE,FALSE,NA,NA
"344","@KalahHaley I'm always open!",FALSE,52,"KalahHaley",2020-02-24 12:40:11,FALSE,"1231809945001029632","1231921764919279618","815822017178062848","<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","MKBHD",2,FALSE,FALSE,NA,NA
"345","@cinedatabase Kessler Pocket Jib Pro",FALSE,115,"cinedatabase",2020-02-24 01:22:54,FALSE,"1231747419022528513","1231751319398080512","2538267829","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MKBHD",2,FALSE,FALSE,NA,NA
"346","@trytobehannah That's the plan - we already had ceiling treatment in our previous spaces and it was super important",FALSE,25,"trytobehannah",2020-02-24 00:08:27,FALSE,"1231643260285792256","1231732586046730240","1300783604","<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","MKBHD",1,FALSE,FALSE,NA,NA
"347","@buythursday <U+0001F62D>",FALSE,49,"buythursday",2020-02-23 23:53:37,FALSE,"1231642047523827713","1231728850956095489","805919245766918144","<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","MKBHD",0,FALSE,FALSE,NA,NA
"348","@MarkRober Thanks man! Exciting moves",FALSE,292,"MarkRober",2020-02-23 23:34:17,FALSE,"1231674794640232448","1231723986192609280","490932793","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MKBHD",0,FALSE,FALSE,NA,NA
"349","@piotr_nowakk EOS R",FALSE,9,"piotr_nowakk",2020-02-23 18:13:21,FALSE,"1231632093945397248","1231643223220793348","1119678354179928064","<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","MKBHD",0,FALSE,FALSE,NA,NA
"350","@Aadhil4u Shot on EOS R this time. Part for convenience, part to see how many would notice",FALSE,174,"Aadhil4u",2020-02-23 17:28:58,FALSE,"1231629383326060544","1231632052753137674","970269933463470080","<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","MKBHD",2,FALSE,FALSE,NA,NA
"351","@saradietschy <U+0001F913>",FALSE,245,"saradietschy",2020-02-23 17:25:02,FALSE,"1231629987649933312","1231631060880035841","258475649","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MKBHD",4,FALSE,FALSE,NA,NA
"352","NEW VIDEO - MKBHD Studio 2020 Build: Part 1! https://t.co/ZdGRaOqyrO - RT! https://t.co/vW64vsmMsT",FALSE,10544,NA,2020-02-23 17:00:35,FALSE,NA,"1231624909002084352",NA,"<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",421,FALSE,FALSE,NA,NA
"353","Alright, uploading…",FALSE,6959,NA,2020-02-23 16:49:25,FALSE,NA,"1231622099590111234",NA,"<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",97,FALSE,FALSE,NA,NA
"354","@Flossycarter Hey I would've taken a hardcover book over the big bag of nothing that I actually got lol",FALSE,279,"Flossycarter",2020-02-23 14:15:56,FALSE,"1231529287938953217","1231583474655662080","100706620","<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","MKBHD",3,FALSE,FALSE,NA,NA
"355","Ay - who’s down for a studio tour of the new space? <U+0001F440>",FALSE,37572,NA,2020-02-22 23:22:49,FALSE,NA,"1231358712201302017",NA,"<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",703,FALSE,FALSE,NA,NA
